timestamp,tachometer_instant,tachometer_cumulative,speed_ms,speed_kmh,distance_km,direction,steer_cmd
1769706647945632512,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706647965504256,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706647985449216,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648005486080,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648025588480,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648045465344,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648065499648,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648085486848,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648105446912,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648125482752,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648145575936,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648165583872,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648185572096,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648205575168,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648225571840,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648245483264,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648265526016,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648285500160,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648305486080,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648325485568,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648345483776,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648365492480,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648385444608,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648405492224,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648425491968,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648445455104,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648465490944,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648485487616,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648505483776,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648525565696,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648545455360,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648565490688,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648585445376,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648605484032,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648625483264,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648645455104,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648665494528,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648685445120,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648705444352,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648725480704,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648745496576,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648765489920,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648785492224,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648805490944,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648825492736,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648845441792,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648865495552,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648885576704,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648905543168,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648925668352,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648945581568,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648965598720,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706648985716480,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649005764608,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649025582080,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649045574400,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649065572096,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649085585664,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649105573632,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649125580544,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649145573632,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649165571584,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649185603328,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649205450752,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649225445888,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649245442816,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649265442048,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
1769706649285586944,0,12044,0.0,0.0,0.14608925925925928,Forward,0.0
