timestamp,frame_id,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1769706668292772864,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668342851072,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668392772608,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668442765312,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668492774144,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668542909696,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668592772096,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668642662656,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668692666112,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668742639872,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668792661760,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668842715648,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668892663296,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668942724096,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706668992662272,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669042856448,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669092802304,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669142774784,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669192663552,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669242772736,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669292664320,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669342760704,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669392756480,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669442761216,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669492755456,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669542740480,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669592754944,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669642653184,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669692755456,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669742753024,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669792653056,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669842652928,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669892625408,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669942758144,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706669992654592,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670042630400,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670092630272,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670142642944,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670192687104,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670242640128,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670292685824,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670342705664,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670392656128,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670442656000,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670492743168,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670542653440,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670592709888,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670642692864,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670692748032,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670742740224,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670792652800,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670842752512,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670892644096,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670942627840,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706670992835840,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671042756096,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671092854016,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671142745856,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671192749568,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671242753792,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671292739328,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671342750720,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671392742656,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671442759168,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671492786688,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671542761728,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671592636928,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671642742528,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671692747520,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671742746880,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671792872192,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671842646272,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671892782336,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671942747136,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706671992747008,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672042787328,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672092747776,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672142740992,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672192820992,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672242750208,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672292749568,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672342652672,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672392630272,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672442787072,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672492751104,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672542758912,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672592759552,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672642751488,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672692753152,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672742652416,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672792760064,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672842658560,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672892749312,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672942823424,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706672992632320,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673042685440,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673092655360,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673142694656,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673192751872,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673242735872,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673292752896,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673342773760,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673392629248,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673442767872,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673492737280,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673542660096,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673592787712,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673642784000,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673692799744,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673742800896,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673792685056,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673842798592,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673892721152,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673942800384,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706673992681728,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674042807296,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674092656128,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674142746880,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674192740608,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674242840576,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674292738304,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674342968576,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674392746752,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674442692096,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674492742656,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674542750976,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674592749056,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674642737152,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674692651776,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674742833152,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674792653312,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674842648576,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674892627712,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674942746880,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706674992649728,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675042747136,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675092745728,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675142651136,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675192693248,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675242746880,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675292633344,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675342687744,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675392658432,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675442657024,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675492651264,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675542787584,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675592633600,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675642746624,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675692650752,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675742631424,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675792630016,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675842626816,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675892636672,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675942625792,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706675992626176,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676042750464,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676092837120,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676142627072,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676192747776,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676242651648,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676292750080,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676342653952,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676392667648,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676442669568,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676492624640,base_link,0.0,0.0,0.0,0.0,0.0,0.0
1769706676542672640,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676592667392,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676642630656,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676692629760,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676742667520,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676792653056,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676842648320,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676892739072,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676942830080,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706676992739584,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677042758144,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677092754432,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677142747392,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677192744960,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677242747136,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677292737792,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677342657024,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677392761600,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677442795008,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677492837120,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677542798336,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677592792832,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677642814720,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677692772864,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677742746112,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677792793600,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677842635008,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677892641792,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677942629120,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706677992677632,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678042684416,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678092639488,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678142665472,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678192668416,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678242674432,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678292628992,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678342676992,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678392646144,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678442642944,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678492635392,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678542639104,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678592643328,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678642638592,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678692656128,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678742651648,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678792651008,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678842776576,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678892833280,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678942751488,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706678992752128,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679042759936,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679092744960,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679142743808,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679192651520,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679242651392,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679292748288,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679342645760,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679392645120,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679442629376,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679492639744,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679542677504,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679592651520,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679642739712,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679692735232,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679742736640,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679792746240,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679842755328,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679892754176,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679942788096,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706679992792576,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680042787328,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680092815104,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680142791424,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680192798208,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680242679040,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680292880384,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680342735616,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680392736000,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680442773504,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680492738048,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680542650880,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680592655872,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680642641664,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680692674816,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680742651648,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680792661504,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680842630912,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680892652544,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680942731264,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706680992751360,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681042743552,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681092802816,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681142788608,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681192791552,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681242796544,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681292792320,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681342820096,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681392793088,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681442787072,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681492794880,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681542818816,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681592796160,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681642904320,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681692793600,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681742789632,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681792655104,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681842632704,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681892651776,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681942636544,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706681992856832,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682042738944,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682092642304,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682142628096,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682192649472,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682242629376,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682292652544,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682342644480,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682392636160,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682442679808,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682492630272,base_link,0.3,0.0,0.0,0.0,0.0,0.0
1769706682542669312,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682592637440,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682642638336,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682692633344,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682742641920,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682792626944,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682842635264,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682892654592,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682942695168,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706682992652032,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683042631424,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683092795648,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683142656768,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683192653824,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683242751232,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683292747264,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683342756352,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683392754432,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683442648320,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683492744960,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683542740736,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683592653056,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683642641408,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683692746752,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683742759680,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683792741632,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683842653184,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683892664320,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683942652160,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706683992740864,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684042739968,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684092740608,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684142751488,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684192652288,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684242734592,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684292746240,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684342652928,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684392751616,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684442652160,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684492745216,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684542670080,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684592655616,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684642653440,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684692652288,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684742652672,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684792747520,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684842656512,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684892631040,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684942816512,base_link,0.315,0.0,0.0,0.0,0.0,0.0
1769706684992805632,base_link,0.315,0.0,0.0,0.0,0.0,0.0
